Year,Month,Monthly_Anomaly,Monthly_Uncertainty,Annual_Anomaly,Annual_Uncertainty,FiveYear_Anomaly,FiveYear_Uncertainty,TenYear_Anomaly,TenYear_Uncertainty,TwentyYear_Anomaly,TwentyYear_Uncertainty
1856,4,-0.311,0.205,-0.426,0.12,-0.412,0.081,-0.404,0.083,,
1856,5,-0.318,0.26,-0.446,0.115,-0.406,0.081,-0.405,0.082,,
1856,6,-0.193,0.242,-0.433,0.114,-0.409,0.081,-0.406,0.082,,
1856,7,-0.331,0.221,-0.465,0.115,-0.406,0.079,-0.406,0.082,,
1856,8,-0.537,0.176,-0.467,0.116,-0.404,0.079,-0.406,0.082,,
1856,9,-0.687,0.211,-0.469,0.119,-0.404,0.078,-0.406,0.082,,
1856,10,-0.643,0.191,-0.511,0.12,-0.4,0.078,-0.409,0.081,,
1856,11,-0.574,0.192,-0.548,0.116,-0.398,0.077,-0.409,0.081,,
1856,12,-0.429,0.277,-0.58,0.115,-0.395,0.077,-0.411,0.08,,
1857,1,-0.547,0.35,-0.592,0.118,-0.397,0.076,-0.416,0.08,,
1857,2,-0.521,0.316,-0.588,0.117,-0.401,0.076,-0.417,0.079,,
1857,3,-0.534,0.325,-0.567,0.114,-0.407,0.077,-0.415,0.079,,
1857,4,-0.81,0.216,-0.558,0.12,-0.413,0.076,-0.415,0.079,,
1857,5,-0.764,0.167,-0.554,0.12,-0.413,0.076,-0.415,0.079,,
1857,6,-0.581,0.153,-0.55,0.119,-0.415,0.076,-0.417,0.079,,
1857,7,-0.472,0.164,-0.53,0.126,-0.421,0.077,-0.419,0.08,,
1857,8,-0.481,0.168,-0.535,0.122,-0.426,0.079,-0.421,0.08,,
1857,9,-0.445,0.206,-0.523,0.116,-0.434,0.079,-0.423,0.081,,
1857,10,-0.524,0.2,-0.484,0.111,-0.439,0.079,-0.425,0.081,,
1857,11,-0.533,0.211,-0.465,0.111,-0.44,0.078,-0.426,0.082,,
1857,12,-0.38,0.235,-0.453,0.11,-0.44,0.078,-0.434,0.082,,
1858,1,-0.31,0.299,-0.451,0.111,-0.438,0.079,-0.433,0.082,,
1858,2,-0.574,0.256,-0.445,0.109,-0.437,0.079,-0.431,0.083,,
1858,3,-0.392,0.226,-0.448,0.108,-0.433,0.08,-0.43,0.083,,
1858,4,-0.348,0.214,-0.433,0.109,-0.433,0.081,-0.429,0.084,,
1858,5,-0.527,0.192,-0.412,0.11,-0.436,0.08,-0.428,0.085,,
1858,6,-0.436,0.145,-0.426,0.111,-0.442,0.081,-0.429,0.085,,
1858,7,-0.448,0.163,-0.435,0.112,-0.458,0.081,-0.432,0.086,,
1858,8,-0.417,0.181,-0.424,0.113,-0.462,0.081,-0.434,0.087,,
1858,9,-0.479,0.18,-0.42,0.12,-0.466,0.082,-0.435,0.087,,
1858,10,-0.342,0.182,-0.404,0.117,-0.468,0.082,-0.435,0.088,,
1858,11,-0.278,0.233,-0.375,0.112,-0.472,0.083,-0.433,0.089,,
1858,12,-0.555,0.245,-0.364,0.114,-0.475,0.083,-0.433,0.089,,
1859,1,-0.41,0.31,-0.361,0.119,-0.475,0.085,-0.434,0.09,,
1859,2,-0.451,0.246,-0.367,0.119,-0.47,0.085,-0.434,0.09,,
1859,3,-0.338,0.263,-0.38,0.116,-0.466,0.087,-0.435,0.09,,
1859,4,-0.153,0.211,-0.385,0.121,-0.464,0.088,-0.436,0.091,,
1859,5,-0.183,0.204,-0.388,0.123,-0.46,0.089,-0.435,0.091,,
1859,6,-0.303,0.154,-0.369,0.119,-0.461,0.089,-0.433,0.092,,
1859,7,-0.407,0.202,-0.37,0.113,-0.466,0.09,-0.433,0.093,,
1859,8,-0.495,0.171,-0.366,0.113,-0.469,0.091,-0.433,0.093,,
1859,9,-0.634,0.176,-0.403,0.115,-0.468,0.092,-0.435,0.094,,
1859,10,-0.4,0.221,-0.425,0.114,-0.463,0.094,-0.438,0.093,,
1859,11,-0.321,0.196,-0.438,0.117,-0.456,0.096,-0.438,0.094,,
1859,12,-0.325,0.327,-0.438,0.118,-0.453,0.098,-0.441,0.094,-0.38,0.089
1860,1,-0.42,0.277,-0.426,0.114,-0.452,0.1,-0.441,0.094,-0.379,0.088
1860,2,-0.408,0.287,-0.4,0.115,-0.453,0.101,-0.443,0.095,-0.38,0.088
1860,3,-0.78,0.26,-0.369,0.118,-0.455,0.103,-0.444,0.095,-0.379,0.088
1860,4,-0.414,0.223,-0.361,0.117,-0.456,0.105,-0.447,0.095,-0.378,0.087
1860,5,-0.341,0.256,-0.382,0.116,-0.458,0.107,-0.447,0.095,-0.376,0.087
1860,6,-0.301,0.161,-0.432,0.114,-0.468,0.107,-0.447,0.096,-0.375,0.087
1860,7,-0.262,0.206,-0.488,0.114,-0.466,0.108,-0.446,0.096,-0.375,0.087
1860,8,-0.19,0.193,-0.52,0.114,-0.46,0.11,-0.446,0.097,-0.375,0.087
1860,9,-0.261,0.181,-0.514,0.117,-0.46,0.112,-0.444,0.098,-0.374,0.087
1860,10,-0.305,0.172,-0.516,0.121,-0.459,0.113,-0.443,0.099,-0.373,0.087
1860,11,-0.565,0.207,-0.532,0.127,-0.454,0.113,-0.443,0.099,-0.372,0.087
1860,12,-0.923,0.312,-0.54,0.129,-0.453,0.115,-0.442,0.099,-0.373,0.087
1861,1,-1.094,0.291,-0.547,0.131,-0.453,0.116,-0.44,0.099,-0.374,0.087
1861,2,-0.791,0.254,-0.552,0.131,-0.453,0.117,-0.439,0.099,-0.374,0.087
1861,3,-0.716,0.277,-0.565,0.137,-0.454,0.117,-0.439,0.099,-0.372,0.087
1861,4,-0.44,0.302,-0.585,0.139,-0.457,0.119,-0.44,0.099,-0.37,0.087
1861,5,-0.526,0.225,-0.564,0.142,-0.459,0.12,-0.441,0.1,-0.369,0.087
1861,6,-0.404,0.182,-0.526,0.153,-0.457,0.123,-0.441,0.1,-0.369,0.087
1861,7,-0.346,0.213,-0.506,0.165,-0.462,0.124,-0.437,0.101,-0.369,0.087
1861,8,-0.244,0.19,-0.499,0.165,-0.464,0.124,-0.435,0.102,-0.368,0.087
1861,9,-0.415,0.237,-0.479,0.162,-0.466,0.123,-0.432,0.103,-0.368,0.087
1861,10,-0.544,0.203,-0.488,0.163,-0.471,0.124,-0.43,0.103,-0.369,0.086
1861,11,-0.309,0.247,-0.471,0.166,-0.472,0.126,-0.426,0.104,-0.37,0.086
1861,12,-0.47,0.343,-0.469,0.172,-0.47,0.127,-0.423,0.104,-0.37,0.086
1862,1,-0.863,0.365,-0.476,0.17,-0.468,0.128,-0.42,0.104,-0.371,0.086
1862,2,-0.698,0.281,-0.499,0.174,-0.466,0.129,-0.419,0.104,-0.371,0.085
1862,3,-0.482,0.249,-0.515,0.175,-0.463,0.13,-0.417,0.105,-0.369,0.085
1862,4,-0.543,0.269,-0.514,0.18,-0.463,0.129,-0.412,0.105,-0.368,0.085
1862,5,-0.328,0.259,-0.544,0.183,-0.464,0.128,-0.41,0.106,-0.368,0.085
1862,6,-0.381,0.234,-0.586,0.185,-0.466,0.129,-0.408,0.106,-0.369,0.085
1862,7,-0.422,0.176,-0.531,0.185,-0.46,0.13,-0.406,0.107,-0.369,0.085
1862,8,-0.524,0.225,-0.49,0.193,-0.46,0.131,-0.405,0.108,-0.368,0.085
1862,9,-0.608,0.219,-0.483,0.196,-0.455,0.131,-0.403,0.108,-0.367,0.085
1862,10,-0.525,0.253,-0.46,0.197,-0.455,0.132,-0.399,0.108,-0.367,0.085
1862,11,-0.67,0.274,-0.454,0.187,-0.455,0.132,-0.394,0.109,-0.366,0.085
1862,12,-0.973,0.331,-0.455,0.186,-0.455,0.133,-0.392,0.109,-0.368,0.085
1863,1,-0.205,0.374,-0.454,0.186,-0.454,0.133,-0.394,0.109,-0.368,0.085
1863,2,-0.213,0.395,-0.447,0.184,-0.455,0.134,-0.394,0.109,-0.366,0.085
1863,3,-0.399,0.273,-0.44,0.179,-0.455,0.134,-0.393,0.11,-0.366,0.085
1863,4,-0.266,0.296,-0.44,0.178,-0.454,0.134,-0.392,0.11,-0.366,0.085
1863,5,-0.259,0.213,-0.418,0.177,-0.449,0.135,-0.389,0.11,-0.366,0.085
1863,6,-0.388,0.192,-0.375,0.182,-0.441,0.136,-0.387,0.111,-0.366,0.085
1863,7,-0.413,0.204,-0.416,0.184,-0.423,0.136,-0.383,0.111,-0.366,0.085
1863,8,-0.434,0.234,-0.443,0.179,-0.415,0.135,-0.38,0.112,-0.366,0.085
1863,9,-0.528,0.201,-0.452,0.173,-0.412,0.133,-0.378,0.112,-0.366,0.085
1863,10,-0.521,0.22,-0.467,0.172,-0.413,0.132,-0.376,0.112,-0.365,0.085
1863,11,-0.403,0.234,-0.465,0.176,-0.41,0.132,-0.376,0.113,-0.363,0.085
1863,12,-0.461,0.347,-0.448,0.173,-0.406,0.132,-0.372,0.113,-0.363,0.085
1864,1,-0.698,0.36,-0.436,0.17,-0.399,0.132,-0.371,0.112,-0.361,0.085
1864,2,-0.533,0.327,-0.431,0.164,-0.399,0.132,-0.367,0.113,-0.36,0.085
1864,3,-0.508,0.262,-0.426,0.163,-0.398,0.132,-0.368,0.113,-0.362,0.085
1864,4,-0.444,0.243,-0.415,0.152,-0.395,0.132,-0.369,0.113,-0.362,0.085
1864,5,-0.234,0.198,-0.412,0.144,-0.393,0.133,-0.37,0.113,-0.362,0.085
1864,6,-0.194,0.201,-0.414,0.135,-0.385,0.132,-0.369,0.113,-0.362,0.085
1864,7,-0.259,0.216,-0.359,0.129,-0.374,0.131,-0.368,0.113,-0.362,0.085
1864,8,-0.378,0.204,-0.346,0.131,-0.368,0.131,-0.366,0.113,-0.362,0.085
1864,9,-0.469,0.207,-0.345,0.13,-0.367,0.13,-0.362,0.113,-0.362,0.086
1864,10,-0.385,0.193,-0.343,0.131,-0.361,0.129,-0.361,0.113,-0.363,0.085
1864,11,-0.371,0.237,-0.35,0.132,-0.364,0.129,-0.36,0.112,-0.364,0.086
1864,12,-0.491,0.202,-0.359,0.132,-0.362,0.129,-0.36,0.112,-0.364,0.085
1865,1,-0.035,0.268,-0.357,0.136,-0.36,0.129,-0.359,0.112,-0.366,0.086
1865,2,-0.382,0.267,-0.347,0.14,-0.357,0.129,-0.36,0.112,-0.367,0.086
1865,3,-0.495,0.272,-0.33,0.142,-0.351,0.129,-0.356,0.112,-0.368,0.086
1865,4,-0.414,0.231,-0.319,0.149,-0.343,0.129,-0.355,0.112,-0.369,0.086
1865,5,-0.324,0.202,-0.307,0.153,-0.33,0.129,-0.354,0.112,-0.369,0.085
1865,6,-0.299,0.184,-0.307,0.156,-0.317,0.128,-0.354,0.112,-0.369,0.085
1865,7,-0.235,0.233,-0.304,0.159,-0.322,0.127,-0.353,0.111,-0.369,0.085
1865,8,-0.254,0.221,-0.299,0.159,-0.328,0.127,-0.354,0.111,-0.369,0.085
1865,9,-0.268,0.211,-0.299,0.159,-0.327,0.126,-0.354,0.11,-0.368,0.085
1865,10,-0.249,0.239,-0.305,0.159,-0.325,0.126,-0.354,0.11,-0.368,0.085
1865,11,-0.229,0.241,-0.308,0.158,-0.323,0.126,-0.352,0.11,-0.368,0.085
1865,12,-0.488,0.271,-0.299,0.157,-0.32,0.125,-0.35,0.11,-0.368,0.085
1866,1,0.003,0.305,-0.274,0.158,-0.313,0.125,-0.345,0.11,-0.369,0.085
1866,2,-0.324,0.332,-0.273,0.158,-0.307,0.124,-0.343,0.11,-0.368,0.085
1866,3,-0.492,0.278,-0.281,0.158,-0.302,0.123,-0.339,0.109,-0.368,0.085
1866,4,-0.496,0.209,-0.289,0.154,-0.294,0.122,-0.336,0.108,-0.368,0.085
1866,5,-0.353,0.212,-0.283,0.148,-0.293,0.121,-0.334,0.108,-0.369,0.085
1866,6,-0.196,0.193,-0.244,0.146,-0.288,0.12,-0.332,0.107,-0.369,0.085
1866,7,0.068,0.197,-0.261,0.146,-0.279,0.12,-0.331,0.107,-0.369,0.085
1866,8,-0.24,0.2,-0.264,0.146,-0.271,0.119,-0.331,0.106,-0.368,0.085
1866,9,-0.365,0.205,-0.255,0.145,-0.27,0.119,-0.331,0.106,-0.367,0.085
1866,10,-0.349,0.198,-0.231,0.146,-0.267,0.118,-0.328,0.105,-0.366,0.085
1866,11,-0.154,0.203,-0.241,0.146,-0.267,0.117,-0.33,0.105,-0.365,0.086
1866,12,-0.015,0.26,-0.25,0.146,-0.269,0.117,-0.33,0.105,-0.366,0.086
1867,1,-0.205,0.294,-0.28,0.145,-0.269,0.117,-0.326,0.104,-0.365,0.086
1867,2,-0.36,0.256,-0.288,0.146,-0.267,0.117,-0.325,0.103,-0.363,0.086
1867,3,-0.384,0.243,-0.276,0.146,-0.261,0.116,-0.324,0.103,-0.361,0.086
1867,4,-0.211,0.201,-0.253,0.146,-0.258,0.116,-0.322,0.102,-0.358,0.086
1867,5,-0.466,0.187,-0.228,0.146,-0.256,0.116,-0.321,0.102,-0.356,0.086
1867,6,-0.307,0.171,-0.245,0.146,-0.254,0.115,-0.32,0.101,-0.354,0.086
1867,7,-0.291,0.203,-0.27,0.146,-0.259,0.115,-0.318,0.101,-0.352,0.086
1867,8,-0.342,0.218,-0.287,0.146,-0.26,0.113,-0.315,0.1,-0.349,0.086
1867,9,-0.216,0.191,-0.283,0.146,-0.258,0.112,-0.311,0.099,-0.346,0.086
1867,10,-0.079,0.23,-0.279,0.145,-0.256,0.11,-0.309,0.099,-0.344,0.086
1867,11,0.146,0.254,-0.254,0.143,-0.254,0.109,-0.306,0.098,-0.341,0.086
1867,12,-0.212,0.298,-0.242,0.144,-0.253,0.107,-0.302,0.097,-0.34,0.086
1868,1,-0.516,0.26,-0.216,0.141,-0.252,0.106,-0.303,0.096,-0.338,0.086
1868,2,-0.564,0.236,-0.197,0.137,-0.253,0.105,-0.302,0.096,-0.334,0.086
1868,3,-0.336,0.205,-0.199,0.135,-0.252,0.104,-0.301,0.095,-0.331,0.086
1868,4,-0.162,0.195,-0.196,0.134,-0.254,0.102,-0.303,0.095,-0.328,0.086
1868,5,-0.161,0.211,-0.234,0.129,-0.256,0.101,-0.303,0.094,-0.327,0.086
1868,6,-0.161,0.181,-0.228,0.127,-0.258,0.1,-0.302,0.094,-0.325,0.086
1868,7,0.012,0.171,-0.2,0.125,-0.266,0.099,-0.3,0.093,-0.323,0.086
1868,8,-0.104,0.19,-0.156,0.127,-0.27,0.098,-0.298,0.093,-0.321,0.086
1868,9,-0.25,0.18,-0.167,0.128,-0.266,0.097,-0.297,0.092,-0.319,0.086
1868,10,-0.034,0.188,-0.177,0.125,-0.259,0.096,-0.295,0.091,-0.318,0.086
1868,11,-0.308,0.199,-0.184,0.122,-0.258,0.095,-0.294,0.091,-0.317,0.086
1868,12,-0.146,0.228,-0.193,0.119,-0.258,0.094,-0.292,0.09,-0.315,0.085
1869,1,-0.18,0.251,-0.218,0.118,-0.263,0.093,-0.288,0.089,-0.314,0.085
1869,2,-0.038,0.335,-0.228,0.118,-0.262,0.092,-0.287,0.089,-0.313,0.085
1869,3,-0.467,0.207,-0.217,0.117,-0.263,0.09,-0.288,0.088,-0.313,0.085
1869,4,-0.283,0.216,-0.235,0.117,-0.262,0.089,-0.288,0.088,-0.313,0.085
1869,5,-0.234,0.18,-0.227,0.116,-0.268,0.088,-0.289,0.087,-0.314,0.085
1869,6,-0.27,0.225,-0.248,0.113,-0.274,0.088,-0.291,0.087,-0.313,0.085
1869,7,-0.286,0.184,-0.259,0.11,-0.279,0.086,-0.291,0.087,-0.312,0.084
1869,8,-0.233,0.201,-0.294,0.115,-0.281,0.086,-0.29,0.087,-0.311,0.084
1869,9,-0.12,0.179,-0.285,0.115,-0.28,0.085,-0.288,0.086,-0.31,0.084
1869,10,-0.249,0.183,-0.284,0.114,-0.283,0.084,-0.288,0.086,-0.309,0.084
1869,11,-0.21,0.183,-0.286,0.113,-0.279,0.083,-0.289,0.086,-0.309,0.084
1869,12,-0.401,0.208,-0.28,0.104,-0.279,0.083,-0.287,0.086,-0.309,0.084
1870,1,-0.309,0.218,-0.27,0.101,-0.276,0.082,-0.291,0.086,-0.309,0.084
1870,2,-0.46,0.224,-0.277,0.099,-0.272,0.08,-0.291,0.085,-0.309,0.084
1870,3,-0.36,0.198,-0.287,0.098,-0.272,0.08,-0.291,0.085,-0.307,0.084
1870,4,-0.27,0.163,-0.298,0.097,-0.274,0.079,-0.291,0.084,-0.306,0.084
1870,5,-0.251,0.167,-0.309,0.1,-0.283,0.078,-0.291,0.083,-0.306,0.084
1870,6,-0.2,0.149,-0.325,0.1,-0.287,0.077,-0.291,0.083,-0.306,0.084
1870,7,-0.168,0.144,-0.342,0.102,-0.283,0.076,-0.291,0.082,-0.306,0.084
1870,8,-0.316,0.157,-0.346,0.103,-0.276,0.076,-0.292,0.081,-0.306,0.083
1870,9,-0.245,0.163,-0.338,0.105,-0.275,0.076,-0.292,0.08,-0.307,0.083
1870,10,-0.378,0.16,-0.322,0.105,-0.28,0.075,-0.292,0.08,-0.307,0.083
1870,11,-0.346,0.226,-0.325,0.103,-0.283,0.075,-0.294,0.079,-0.305,0.083
1870,12,-0.592,0.188,-0.328,0.102,-0.284,0.075,-0.294,0.078,-0.303,0.083
1871,1,-0.506,0.245,-0.33,0.102,-0.288,0.075,-0.297,0.078,-0.299,0.083
1871,2,-0.514,0.245,-0.321,0.103,-0.289,0.075,-0.298,0.078,-0.296,0.083
1871,3,-0.257,0.205,-0.333,0.102,-0.291,0.075,-0.297,0.078,-0.294,0.082
1871,4,-0.085,0.159,-0.326,0.101,-0.295,0.075,-0.295,0.077,-0.292,0.082
1871,5,-0.288,0.157,-0.34,0.103,-0.296,0.074,-0.297,0.077,-0.29,0.082
1871,6,-0.235,0.151,-0.324,0.104,-0.297,0.074,-0.298,0.076,-0.29,0.082
1871,7,-0.182,0.196,-0.322,0.108,-0.298,0.074,-0.301,0.075,-0.289,0.081
1871,8,-0.209,0.188,-0.319,0.11,-0.303,0.074,-0.301,0.075,-0.289,0.081
1871,9,-0.397,0.182,-0.328,0.115,-0.306,0.074,-0.302,0.074,-0.289,0.081
1871,10,-0.287,0.157,-0.35,0.116,-0.308,0.074,-0.302,0.074,-0.288,0.081
1871,11,-0.52,0.206,-0.345,0.119,-0.311,0.074,-0.304,0.074,-0.288,0.08
1871,12,-0.4,0.183,-0.35,0.118,-0.313,0.074,-0.309,0.074,-0.287,0.08
1872,1,-0.485,0.328,-0.348,0.114,-0.314,0.074,-0.309,0.073,-0.283,0.079
1872,2,-0.468,0.232,-0.338,0.109,-0.314,0.074,-0.307,0.073,-0.28,0.079
1872,3,-0.372,0.219,-0.322,0.107,-0.316,0.075,-0.304,0.073,-0.279,0.079
1872,4,-0.341,0.176,-0.316,0.106,-0.317,0.075,-0.304,0.073,-0.278,0.079
1872,5,-0.232,0.182,-0.306,0.105,-0.321,0.075,-0.301,0.072,-0.277,0.078
1872,6,-0.3,0.161,-0.31,0.107,-0.32,0.075,-0.3,0.072,-0.277,0.078
1872,7,-0.157,0.153,-0.293,0.102,-0.323,0.076,-0.297,0.072,-0.277,0.078
1872,8,-0.09,0.175,-0.262,0.103,-0.323,0.076,-0.293,0.071,-0.276,0.077
1872,9,-0.2,0.165,-0.259,0.103,-0.325,0.076,-0.29,0.071,-0.274,0.077
1872,10,-0.218,0.16,-0.267,0.106,-0.327,0.076,-0.288,0.071,-0.274,0.077
1872,11,-0.395,0.168,-0.274,0.104,-0.328,0.075,-0.288,0.071,-0.272,0.076
1872,12,-0.456,0.242,-0.27,0.105,-0.33,0.075,-0.287,0.071,-0.271,0.076
1873,1,-0.277,0.211,-0.275,0.11,-0.331,0.075,-0.283,0.071,-0.271,0.075
1873,2,-0.101,0.211,-0.282,0.114,-0.331,0.075,-0.275,0.071,-0.272,0.075
1873,3,-0.328,0.201,-0.296,0.116,-0.332,0.075,-0.268,0.071,-0.272,0.075
1873,4,-0.441,0.204,-0.3,0.117,-0.329,0.074,-0.265,0.07,-0.272,0.075
1873,5,-0.313,0.169,-0.296,0.121,-0.333,0.075,-0.264,0.07,-0.272,0.074
1873,6,-0.259,0.175,-0.277,0.117,-0.33,0.076,-0.263,0.07,-0.271,0.074
1873,7,-0.208,0.207,-0.272,0.117,-0.328,0.076,-0.262,0.07,-0.271,0.074
1873,8,-0.18,0.183,-0.292,0.117,-0.326,0.077,-0.261,0.069,-0.27,0.073
1873,9,-0.37,0.188,-0.322,0.113,-0.328,0.077,-0.26,0.069,-0.27,0.073
1873,10,-0.268,0.151,-0.319,0.109,-0.332,0.077,-0.26,0.069,-0.269,0.073
1873,11,-0.343,0.195,-0.326,0.108,-0.336,0.077,-0.258,0.068,-0.269,0.072
1873,12,-0.231,0.191,-0.336,0.106,-0.338,0.076,-0.258,0.068,-0.268,0.072
1874,1,-0.214,0.223,-0.346,0.105,-0.338,0.076,-0.258,0.068,-0.266,0.071
1874,2,-0.341,0.205,-0.35,0.104,-0.34,0.075,-0.26,0.068,-0.265,0.071
1874,3,-0.683,0.186,-0.339,0.106,-0.34,0.075,-0.257,0.068,-0.265,0.071
1874,4,-0.413,0.163,-0.347,0.108,-0.341,0.075,-0.257,0.068,-0.265,0.071
1874,5,-0.39,0.166,-0.355,0.108,-0.341,0.076,-0.257,0.068,-0.267,0.07
1874,6,-0.377,0.155,-0.364,0.105,-0.344,0.076,-0.257,0.068,-0.268,0.07
1874,7,-0.329,0.157,-0.387,0.104,-0.339,0.076,-0.256,0.067,-0.269,0.07
1874,8,-0.23,0.166,-0.394,0.103,-0.333,0.076,-0.257,0.067,-0.269,0.07
1874,9,-0.243,0.165,-0.377,0.102,-0.328,0.075,-0.258,0.067,-0.269,0.069
1874,10,-0.362,0.184,-0.375,0.102,-0.325,0.076,-0.258,0.067,-0.27,0.069
1874,11,-0.439,0.18,-0.368,0.101,-0.324,0.075,-0.258,0.067,-0.271,0.069
1874,12,-0.332,0.18,-0.363,0.099,-0.321,0.075,-0.258,0.067,-0.27,0.069
1875,1,-0.492,0.196,-0.359,0.096,-0.318,0.075,-0.259,0.067,-0.273,0.069
1875,2,-0.43,0.206,-0.365,0.095,-0.313,0.076,-0.259,0.068,-0.273,0.068
1875,3,-0.48,0.167,-0.369,0.094,-0.308,0.076,-0.258,0.068,-0.273,0.068
1875,4,-0.382,0.15,-0.358,0.091,-0.302,0.076,-0.258,0.068,-0.273,0.068
1875,5,-0.308,0.149,-0.366,0.09,-0.293,0.077,-0.258,0.068,-0.274,0.067
1875,6,-0.322,0.147,-0.376,0.092,-0.286,0.077,-0.259,0.068,-0.275,0.067
1875,7,-0.282,0.147,-0.367,0.091,-0.282,0.077,-0.26,0.068,-0.276,0.067
1875,8,-0.292,0.169,-0.36,0.091,-0.274,0.077,-0.259,0.069,-0.277,0.066
1875,9,-0.294,0.154,-0.352,0.09,-0.261,0.077,-0.26,0.068,-0.277,0.066
1875,10,-0.232,0.138,-0.348,0.09,-0.25,0.076,-0.26,0.068,-0.278,0.066
1875,11,-0.535,0.19,-0.368,0.09,-0.246,0.076,-0.258,0.069,-0.278,0.065
1875,12,-0.449,0.184,-0.371,0.089,-0.241,0.075,-0.255,0.069,-0.277,0.065
1876,1,-0.394,0.217,-0.364,0.091,-0.237,0.075,-0.252,0.069,-0.279,0.065
1876,2,-0.346,0.179,-0.367,0.091,-0.233,0.074,-0.25,0.07,-0.28,0.064
1876,3,-0.377,0.144,-0.376,0.091,-0.228,0.074,-0.248,0.07,-0.281,0.064
1876,4,-0.336,0.156,-0.386,0.092,-0.225,0.074,-0.248,0.07,-0.28,0.064
1876,5,-0.544,0.173,-0.382,0.095,-0.22,0.073,-0.246,0.07,-0.28,0.063
1876,6,-0.364,0.138,-0.392,0.098,-0.219,0.073,-0.247,0.07,-0.282,0.063
1876,7,-0.201,0.163,-0.378,0.104,-0.219,0.072,-0.248,0.07,-0.283,0.063
1876,8,-0.321,0.181,-0.358,0.103,-0.217,0.072,-0.248,0.069,-0.284,0.062
1876,9,-0.401,0.152,-0.329,0.102,-0.208,0.072,-0.247,0.069,-0.285,0.062
1876,10,-0.351,0.143,-0.316,0.101,-0.206,0.072,-0.247,0.069,-0.285,0.062
1876,11,-0.486,0.186,-0.286,0.099,-0.204,0.072,-0.246,0.069,-0.287,0.062
1876,12,-0.572,0.164,-0.266,0.101,-0.201,0.071,-0.245,0.069,-0.288,0.062
1877,1,-0.228,0.217,-0.244,0.101,-0.199,0.071,-0.24,0.068,-0.291,0.062
1877,2,-0.105,0.183,-0.204,0.102,-0.2,0.071,-0.236,0.068,-0.293,0.061
1877,3,-0.027,0.157,-0.16,0.103,-0.201,0.07,-0.234,0.068,-0.293,0.061
1877,4,-0.177,0.148,-0.12,0.102,-0.198,0.07,-0.233,0.068,-0.294,0.061
1877,5,-0.192,0.153,-0.064,0.101,-0.195,0.07,-0.234,0.068,-0.293,0.061
1877,6,-0.124,0.162,-0.023,0.101,-0.196,0.07,-0.234,0.067,-0.294,0.06
1877,7,0.065,0.16,-0.005,0.102,-0.195,0.07,-0.236,0.067,-0.294,0.06
1877,8,0.162,0.185,0.033,0.103,-0.194,0.07,-0.237,0.067,-0.295,0.06
1877,9,0.125,0.163,0.074,0.105,-0.191,0.07,-0.237,0.067,-0.296,0.06
1877,10,0.132,0.14,0.109,0.104,-0.189,0.071,-0.238,0.067,-0.297,0.06
1877,11,0.18,0.15,0.118,0.106,-0.188,0.071,-0.238,0.067,-0.3,0.06
1877,12,-0.077,0.195,0.131,0.103,-0.188,0.072,-0.239,0.067,-0.3,0.06
1878,1,-0.006,0.183,0.13,0.105,-0.188,0.072,-0.24,0.067,-0.3,0.06
1878,2,0.344,0.224,0.119,0.102,-0.186,0.072,-0.243,0.067,-0.299,0.06
1878,3,0.467,0.167,0.104,0.103,-0.188,0.072,-0.242,0.067,-0.3,0.06
1878,4,0.239,0.145,0.086,0.103,-0.19,0.072,-0.241,0.066,-0.301,0.06
1878,5,-0.078,0.164,0.069,0.1,-0.184,0.072,-0.241,0.066,-0.302,0.059
1878,6,0.028,0.146,0.059,0.094,-0.181,0.072,-0.24,0.066,-0.302,0.059
1878,7,0.055,0.162,0.043,0.093,-0.176,0.073,-0.241,0.065,-0.304,0.059
1878,8,0.031,0.153,-0.004,0.093,-0.174,0.073,-0.243,0.065,-0.304,0.059
1878,9,-0.055,0.159,-0.054,0.093,-0.169,0.073,-0.243,0.065,-0.305,0.058
1878,10,-0.084,0.143,-0.099,0.091,-0.164,0.073,-0.243,0.064,-0.305,0.058
1878,11,-0.032,0.146,-0.115,0.089,-0.157,0.073,-0.244,0.064,-0.304,0.058
1878,12,-0.198,0.144,-0.135,0.089,-0.156,0.073,-0.244,0.064,-0.304,0.058
1879,1,-0.188,0.174,-0.157,0.088,-0.157,0.073,-0.244,0.063,-0.304,0.058
1879,2,-0.22,0.191,-0.184,0.086,-0.155,0.073,-0.243,0.063,-0.303,0.058
1879,3,-0.137,0.153,-0.206,0.086,-0.154,0.072,-0.242,0.063,-0.301,0.058
1879,4,-0.294,0.143,-0.212,0.085,-0.153,0.071,-0.243,0.063,-0.3,0.058
1879,5,-0.28,0.145,-0.23,0.085,-0.151,0.071,-0.244,0.063,-0.3,0.058
1879,6,-0.206,0.167,-0.25,0.086,-0.145,0.07,-0.245,0.063,-0.3,0.058
1879,7,-0.213,0.142,-0.267,0.084,-0.14,0.07,-0.247,0.062,-0.299,0.058
1879,8,-0.29,0.149,-0.283,0.084,-0.138,0.069,-0.249,0.062,-0.299,0.058
1879,9,-0.319,0.145,-0.293,0.086,-0.14,0.07,-0.251,0.062,-0.3,0.058
1879,10,-0.157,0.141,-0.292,0.088,-0.142,0.069,-0.252,0.061,-0.301,0.058
1879,11,-0.245,0.139,-0.288,0.089,-0.143,0.069,-0.252,0.061,-0.302,0.058
